periodoCompeticion,nombreCompeticion,idEquipo,idJugador
2019 - 2020,Temporada,1610612748,201609
2019 - 2020,Temporada,1610612748,203524
2019 - 2020,Temporada,1610612748,203482
2019 - 2020,Temporada,1610612748,1627884
2019 - 2020,Temporada,1610612748,2617
2019 - 2020,Temporada,1610612748,203086
2019 - 2020,Temporada,1610612748,1629735
2019 - 2020,Temporada,1610612747,1629659
2019 - 2020,Temporada,1610612738,1627759
2019 - 2020,Temporada,1610612738,1628369
2019 - 2020,Temporada,1610612738,1628464
2019 - 2020,Temporada,1610612738,203935
2019 - 2020,Temporada,1610612738,202689
2019 - 2020,Temporada,1610612738,202330
2019 - 2020,Temporada,1610612738,202683
2019 - 2020,Temporada,1610612738,202954
2019 - 2020,Temporada,1610612738,1629057
2019 - 2020,Temporada,1610612738,1629684
2019 - 2020,Temporada,1610612738,1629035
2019 - 2020,Temporada,1610612738,1629750
2019 - 2020,Temporada,1610612738,1628400
2019 - 2020,Temporada,1610612743,203924
2019 - 2020,Temporada,1610612743,200794
2019 - 2020,Temporada,1610612743,203999
2019 - 2020,Temporada,1610612743,203914
2019 - 2020,Temporada,1610612743,1627750
2019 - 2020,Temporada,1610612743,1628420
2019 - 2020,Temporada,1610612743,203486
2019 - 2020,Temporada,1610612743,1629008
2019 - 2020,Temporada,1610612743,1628470
2019 - 2020,Temporada,1610612743,1628408
2019 - 2020,Temporada,1610612743,1628966
2019 - 2020,Temporada,1610612743,1629626
2019 - 2020,Temporada,1610612743,203584
2019 - 2020,Temporada,1610612738,1629641
2019 - 2020,Temporada,1610612738,1629682
2019 - 2020,Temporada,1610612746,202695
2019 - 2020,Temporada,1610612746,202694
2019 - 2020,Temporada,1610612746,1627826
2019 - 2020,Temporada,1610612746,202331
2019 - 2020,Temporada,1610612746,201976
2019 - 2020,Temporada,1610612746,1629013
2019 - 2020,Temporada,1610612746,1626149
2019 - 2020,Temporada,1610612746,101150
2019 - 2020,Temporada,1610612746,203210
2019 - 2020,Temporada,1610612746,202704
2019 - 2020,Temporada,1610612746,1629611
2019 - 2020,Temporada,1610612746,203585
2019 - 2020,Temporada,1610612746,202335
2019 - 2020,Temporada,1610612746,201149
2019 - 2020,Temporada,1610612745,201569
2019 - 2020,Temporada,1610612745,200782
2019 - 2020,Temporada,1610612745,203496
2019 - 2020,Temporada,1610612745,201935
2019 - 2020,Temporada,1610612745,201566
2019 - 2020,Temporada,1610612745,201145
2019 - 2020,Temporada,1610612745,203085
2019 - 2020,Temporada,1610612745,203463
2019 - 2020,Temporada,1610612745,1629598
2019 - 2020,Temporada,1610612745,1626187
2019 - 2020,Temporada,1610612745,203998
2019 - 2020,Temporada,1610612745,201960
2019 - 2020,Temporada,1610612745,201601
2019 - 2020,Temporada,1610612761,1628384
2019 - 2020,Temporada,1610612761,1627783
2019 - 2020,Temporada,1610612761,201188
2019 - 2020,Temporada,1610612761,1627832
2019 - 2020,Temporada,1610612761,200768
2019 - 2020,Temporada,1610612761,1626181
2019 - 2020,Temporada,1610612761,201586
2019 - 2020,Temporada,1610612761,1629744
2019 - 2020,Temporada,1610612761,1628449
2019 - 2020,Temporada,1610612761,1629056
2019 - 2020,Temporada,1610612761,1626178
2019 - 2020,Temporada,1610612761,1626169
2019 - 2020,Temporada,1610612761,1626259
2019 - 2020,Temporada,1610612745,2199
2019 - 2020,Temporada,1610612761,1628778
2019 - 2020,Temporada,1610612749,202083
2019 - 2020,Temporada,1610612749,203114
2019 - 2020,Temporada,1610612749,201572
2019 - 2020,Temporada,1610612749,1628978
2019 - 2020,Temporada,1610612749,202339
2019 - 2020,Temporada,1610612749,201588
2019 - 2020,Temporada,1610612749,1626192
2019 - 2020,Temporada,1610612749,101107
2019 - 2020,Temporada,1610612749,2594
2019 - 2020,Temporada,1610612749,1628425
2019 - 2020,Temporada,1610612749,101141
2019 - 2020,Temporada,1610612749,201577
2019 - 2020,Temporada,1610612749,1628391
2019 - 2020,Temporada,1610612749,203507
2019 - 2020,Temporada,1610612745,1627863
2019 - 2020,Temporada,1610612747,203079
2019 - 2020,Temporada,1610612749,1628412
2019 - 2020,Temporada,1610612748,1629216
2019 - 2020,Temporada,1610612738,1629605
2019 - 2020,Temporada,1610612760,1628983
2019 - 2020,Temporada,1610612760,201568
2019 - 2020,Temporada,1610612760,203500
2019 - 2020,Temporada,1610612760,1629652
2019 - 2020,Temporada,1610612760,101108
2019 - 2020,Temporada,1610612760,203471
2019 - 2020,Temporada,1610612760,203457
2019 - 2020,Temporada,1610612760,1629647
2019 - 2020,Temporada,1610612760,1628977
2019 - 2020,Temporada,1610612760,1628390
2019 - 2020,Temporada,1610612760,203488
2019 - 2020,Temporada,1610612760,1627846
2019 - 2020,Temporada,1610612760,203460
2019 - 2020,Temporada,1610612738,1629738
2019 - 2020,Temporada,1610612762,204060
2019 - 2020,Temporada,1610612762,1626220
2019 - 2020,Temporada,1610612762,203497
2019 - 2020,Temporada,1610612762,1628378
2019 - 2020,Temporada,1610612762,201144
2019 - 2020,Temporada,1610612762,203903
2019 - 2020,Temporada,1610612762,1627777
2019 - 2020,Temporada,1610612762,1629752
2019 - 2020,Temporada,1610612762,1628396
2019 - 2020,Temporada,1610612762,1629714
2019 - 2020,Temporada,1610612762,1626144
2019 - 2020,Temporada,1610612762,1629671
2019 - 2020,Temporada,1610612762,1629730
2019 - 2020,Temporada,1610612746,1629599
2019 - 2020,Temporada,1610612742,203501
2019 - 2020,Temporada,1610612742,1627827
2019 - 2020,Temporada,1610612742,1628467
2019 - 2020,Temporada,1610612742,203504
2019 - 2020,Temporada,1610612742,1629029
2019 - 2020,Temporada,1610612742,203552
2019 - 2020,Temporada,1610612742,203077
2019 - 2020,Temporada,1610612742,1626246
2019 - 2020,Temporada,1610612742,1629729
2019 - 2020,Temporada,1610612742,1628499
2019 - 2020,Temporada,1610612742,1628382
2019 - 2020,Temporada,1610612742,200826
2019 - 2020,Temporada,1610612742,1626153
2019 - 2020,Temporada,1610612753,203516
2019 - 2020,Temporada,1610612753,1629109
2019 - 2020,Temporada,1610612753,202696
2019 - 2020,Temporada,1610612753,203095
2019 - 2020,Temporada,1610612753,1628365
2019 - 2020,Temporada,1610612753,203920
2019 - 2020,Temporada,1610612753,1628411
2019 - 2020,Temporada,1610612753,201571
2019 - 2020,Temporada,1610612753,203082
2019 - 2020,Temporada,1610612753,1628982
2019 - 2020,Temporada,1610612753,1629168
2019 - 2020,Temporada,1610612753,1629724
2019 - 2020,Temporada,1610612757,2546
2019 - 2020,Temporada,1610612757,203994
2019 - 2020,Temporada,1610612757,202355
2019 - 2020,Temporada,1610612757,203468
2019 - 2020,Temporada,1610612757,1629018
2019 - 2020,Temporada,1610612757,1629014
2019 - 2020,Temporada,1610612757,1626209
2019 - 2020,Temporada,1610612757,1629658
2019 - 2020,Temporada,1610612757,1629121
2019 - 2020,Temporada,1610612757,1628380
2019 - 2020,Temporada,1610612757,1629642
2019 - 2020,Temporada,1610612743,203943
2019 - 2020,Temporada,1610612753,1628964
2019 - 2020,Temporada,1610612753,1628371
2019 - 2020,Temporada,1610612754,203200
2019 - 2020,Temporada,1610612754,203933
2019 - 2020,Temporada,1610612754,1626167
2019 - 2020,Temporada,1610612754,203506
2019 - 2020,Temporada,1610612754,1627763
2019 - 2020,Temporada,1610612754,1628410
2019 - 2020,Temporada,1610612754,203960
2019 - 2020,Temporada,1610612754,1628988
2019 - 2020,Temporada,1610612754,203926
2019 - 2020,Temporada,1610612754,1629048
2019 - 2020,Temporada,1610612754,1628993
2019 - 2020,Temporada,1610612754,1628388
2019 - 2020,Temporada,1610612754,204456
2019 - 2020,Temporada,1610612757,203081
2019 - 2020,Temporada,1610612757,1629117
2019 - 2020,Temporada,1610612755,202699
2019 - 2020,Temporada,1610612755,201143
2019 - 2020,Temporada,1610612755,203954
2019 - 2020,Temporada,1610612755,1626196
2019 - 2020,Temporada,1610612755,1629003
2019 - 2020,Temporada,1610612755,1627788
2019 - 2020,Temporada,1610612755,202692
2019 - 2020,Temporada,1610612755,1629680
2019 - 2020,Temporada,1610612755,203526
2019 - 2020,Temporada,1610612755,203118
2019 - 2020,Temporada,1610612755,203124
2019 - 2020,Temporada,1610612755,203658
2019 - 2020,Temporada,1610612755,1629621
2019 - 2020,Temporada,1610612742,204001
2019 - 2020,Temporada,1610612751,202066
2019 - 2020,Temporada,1610612751,1627789
2019 - 2020,Temporada,1610612751,1628386
2019 - 2020,Temporada,1610612751,204020
2019 - 2020,Temporada,1610612751,1627747
2019 - 2020,Temporada,1610612751,1629185
2019 - 2020,Temporada,1610612751,1629058
2019 - 2020,Temporada,1610612751,1629066
2019 - 2020,Temporada,1610612751,1629725
2019 - 2020,Temporada,1610612751,1626147
2019 - 2020,Temporada,1610612751,202498
2019 - 2020,Temporada,1610612751,1629743
2019 - 2020,Temporada,1610612743,1629076
2019 - 2020,Temporada,1610612751,203925
2019 - 2020,Temporada,1610612762,1628430
2019 - 2020,Temporada,1610612760,1629126
2019 - 2020,Temporada,1610612763,203937
2019 - 2020,Temporada,1610612763,201229
2019 - 2020,Temporada,1610612763,202685
2019 - 2020,Temporada,1610612763,1628415
2019 - 2020,Temporada,1610612763,1629630
2019 - 2020,Temporada,1610612763,1629634
2019 - 2020,Temporada,1610612763,1628960
2019 - 2020,Temporada,1610612763,203476
2019 - 2020,Temporada,1610612763,1629001
2019 - 2020,Temporada,1610612763,1629741
2019 - 2020,Temporada,1610612763,1628367
2019 - 2020,Temporada,1610612763,1629723
2019 - 2020,Temporada,1610612763,1629139
2019 - 2020,Temporada,1610612761,1629608
2019 - 2020,Temporada,1610612761,1629052
2019 - 2020,Temporada,1610612748,1629734
2019 - 2020,Temporada,1610612754,1628513
2019 - 2020,Temporada,1610612754,1628968
2019 - 2020,Temporada,1610612760,1628985
2019 - 2020,Temporada,1610612760,1628987
2019 - 2020,Temporada,1610612764,1629067
2019 - 2020,Temporada,1610612764,1629140
2019 - 2020,Temporada,1610612764,1628418
2019 - 2020,Temporada,1610612764,1629010
2019 - 2020,Temporada,1610612764,1628972
2019 - 2020,Temporada,1610612764,1629021
2019 - 2020,Temporada,1610612764,202397
2019 - 2020,Temporada,1610612764,1626170
2019 - 2020,Temporada,1610612764,1627784
2019 - 2020,Temporada,1610612764,1629060
2019 - 2020,Temporada,1610612764,101133
2019 - 2020,Temporada,1610612764,1628394
2019 - 2020,Temporada,1610612764,1629678
2019 - 2020,Temporada,1610612758,203084
2019 - 2020,Temporada,1610612758,202357
2019 - 2020,Temporada,1610612758,203458
2019 - 2020,Temporada,1610612758,203992
2019 - 2020,Temporada,1610612758,202709
2019 - 2020,Temporada,1610612758,1628385
2019 - 2020,Temporada,1610612758,1629610
2019 - 2020,Temporada,1610612758,1627741
2019 - 2020,Temporada,1610612758,1627812
2019 - 2020,Temporada,1610612758,201147
2019 - 2020,Temporada,1610612758,203953
2019 - 2020,Temporada,1610612758,1629713
2019 - 2020,Temporada,1610612758,1629657
2019 - 2020,Temporada,1610612747,1628961
2019 - 2020,Temporada,1610612747,1629719
2019 - 2020,Temporada,1610612749,203648
2019 - 2020,Temporada,1610612756,1628969
2019 - 2020,Temporada,1610612756,1629661
2019 - 2020,Temporada,1610612756,1629028
2019 - 2020,Temporada,1610612756,1626164
2019 - 2020,Temporada,1610612756,201937
2019 - 2020,Temporada,1610612756,1626166
2019 - 2020,Temporada,1610612756,1628975
2019 - 2020,Temporada,1610612756,203967
2019 - 2020,Temporada,1610612756,1629059
2019 - 2020,Temporada,1610612756,1627767
2019 - 2020,Temporada,1610612756,1629660
2019 - 2020,Temporada,1610612756,203382
2019 - 2020,Temporada,1610612756,1626163
2019 - 2020,Temporada,1610612759,1629640
2019 - 2020,Temporada,1610612759,1629677
2019 - 2020,Temporada,1610612759,1627751
2019 - 2020,Temporada,1610612759,1629022
2019 - 2020,Temporada,1610612759,1627749
2019 - 2020,Temporada,1610612759,201158
2019 - 2020,Temporada,1610612759,1629683
2019 - 2020,Temporada,1610612759,1629234
2019 - 2020,Temporada,1610612759,1629002
2019 - 2020,Temporada,1610612759,201942
2019 - 2020,Temporada,1610612759,200752
2019 - 2020,Temporada,1610612759,201988
2019 - 2020,Temporada,1610612759,1628401
2019 - 2020,Temporada,1610612762,202334
2019 - 2020,Temporada,1610612762,1629625
2019 - 2020,Temporada,1610612740,1628404
2019 - 2020,Temporada,1610612740,1629740
2019 - 2020,Temporada,1610612740,1629637
2019 - 2020,Temporada,1610612740,1629638
2019 - 2020,Temporada,1610612740,1628402
2019 - 2020,Temporada,1610612740,1626143
2019 - 2020,Temporada,1610612740,1629026
2019 - 2020,Temporada,1610612740,1628414
2019 - 2020,Temporada,1610612740,1629597
2019 - 2020,Temporada,1610612740,1628366
2019 - 2020,Temporada,1610612740,202324
2019 - 2020,Temporada,1610612740,202734
2019 - 2020,Temporada,1610612740,200755
2019 - 2020,Temporada,1610612755,203922
2019 - 2020,Temporada,1610612756,1629665
2019 - 2020,Temporada,1610612756,1626162
2019 - 2020,Temporada,1610612740,1627742
2019 - 2020,Temporada,1610612740,1629627
2019 - 2020,Temporada,1610612740,201950
2019 - 2020,Temporada,1610612758,1628368
2019 - 2020,Temporada,1610612758,1626158
2019 - 2020,Temporada,1610612764,203894
2019 - 2020,Temporada,1610612758,203145
2019 - 2020,Temporada,1610612755,1627732
2019 - 2020,Temporada,1610612759,203092
2019 - 2020,Temporada,1610612753,203932
2019 - 2020,Temporada,1610612751,2037
2019 - 2020,Temporada,1610612753,203487
2019 - 2020,Temporada,1610612763,1628991
2019 - 2020,Temporada,1610612763,1626145
2019 - 2020,Temporada,1610612763,1629007
2019 - 2020,Temporada,1610612763,1626159
2019 - 2020,Temporada,1610612748,1629644
2019 - 2020,Temporada,1610612761,1627775
2019 - 2020,Temporada,1610612759,1627854
2019 - 2020,Temporada,1610612754,203087
2019 - 2020,Temporada,1610612757,1629650
2019 - 2020,Temporada,1610612758,1628963
2019 - 2020,Temporada,1610612746,1628405
2019 - 2020,Temporada,1610612743,203115
2019 - 2020,Temporada,1610612743,1628427
2019 - 2020,Temporada,1610612742,201584
2019 - 2020,Temporada,1610612759,1626168
2019 - 2020,Temporada,1610612759,200746
2019 - 2020,Temporada,1610612757,2772
2019 - 2020,Temporada,1610612757,203918
2019 - 2020,Temporada,1610612757,1628403
2019 - 2020,Temporada,1610612754,1627734
2019 - 2020,Temporada,1610612747,202340
2019 - 2020,Temporada,1610612746,1629662
2019 - 2020,Temporada,1610612764,1629726
2019 - 2020,Temporada,1610612740,203121
2019 - 2020,Temporada,1610612765,203503
2019 - 2020,Temporada,1610612765,1626174
2019 - 2020,Temporada,1610612765,1627748
2019 - 2020,Temporada,1610612765,1629004
2019 - 2020,Temporada,1610612765,202688
2019 - 2020,Temporada,1610612765,1629635
2019 - 2020,Temporada,1610612765,204038
2019 - 2020,Temporada,1610612765,203895
2019 - 2020,Temporada,1610612765,1629017
2019 - 2020,Temporada,1610612765,1629648
2019 - 2020,Temporada,1610612765,1628971
2019 - 2020,Temporada,1610612752,203090
2019 - 2020,Temporada,1610612752,203944
2019 - 2020,Temporada,1610612752,201959
2019 - 2020,Temporada,1610612752,1629628
2019 - 2020,Temporada,1610612752,203901
2019 - 2020,Temporada,1610612752,1629011
2019 - 2020,Temporada,1610612752,1628995
2019 - 2020,Temporada,1610612752,1628373
2019 - 2020,Temporada,1610612752,1626171
2019 - 2020,Temporada,1610612752,201961
2019 - 2020,Temporada,1610612752,203493
2019 - 2020,Temporada,1610612752,1628422
2019 - 2020,Temporada,1610612752,1628372
2019 - 2020,Temporada,1610612737,1629631
2019 - 2020,Temporada,1610612737,1628381
2019 - 2020,Temporada,1610612737,203473
2019 - 2020,Temporada,1610612737,1628989
2019 - 2020,Temporada,1610612737,1629027
2019 - 2020,Temporada,1610612737,1629629
2019 - 2020,Temporada,1610612737,201952
2019 - 2020,Temporada,1610612737,1628981
2019 - 2020,Temporada,1610612737,1626203
2019 - 2020,Temporada,1610612737,1713
2019 - 2020,Temporada,1610612737,1629164
2019 - 2020,Temporada,1610612737,1627745
2019 - 2020,Temporada,1610612766,1628970
2019 - 2020,Temporada,1610612766,1629023
2019 - 2020,Temporada,1610612766,203469
2019 - 2020,Temporada,1610612766,1628998
2019 - 2020,Temporada,1610612766,1628984
2019 - 2020,Temporada,1610612766,1629667
2019 - 2020,Temporada,1610612766,1628997
2019 - 2020,Temporada,1610612766,202687
2019 - 2020,Temporada,1610612766,1629147
2019 - 2020,Temporada,1610612766,1628407
2019 - 2020,Temporada,1610612766,201587
2019 - 2020,Temporada,1610612766,1626195
2019 - 2020,Temporada,1610612742,1626161
2019 - 2020,Temporada,1610612764,203078
2019 - 2020,Temporada,1610612764,202722
2019 - 2020,Temporada,1610612764,1627780
2019 - 2020,Temporada,1610612739,1626224
2019 - 2020,Temporada,1610612739,201567
2019 - 2020,Temporada,1610612739,203083
2019 - 2020,Temporada,1610612739,1629012
2019 - 2020,Temporada,1610612739,203521
2019 - 2020,Temporada,1610612739,1626204
2019 - 2020,Temporada,1610612739,1628035
2019 - 2020,Temporada,1610612739,1629760
2019 - 2020,Temporada,1610612739,1627815
2019 - 2020,Temporada,1610612739,202684
2019 - 2020,Temporada,1610612739,1627790
2019 - 2020,Temporada,1610612741,1627885
2019 - 2020,Temporada,1610612741,1628374
2019 - 2020,Temporada,1610612741,1628976
2019 - 2020,Temporada,1610612741,1627756
2019 - 2020,Temporada,1610612741,1629632
2019 - 2020,Temporada,1610612741,1629655
2019 - 2020,Temporada,1610612741,203490
2019 - 2020,Temporada,1610612741,203107
2019 - 2020,Temporada,1610612741,201152
2019 - 2020,Temporada,1610612741,1627853
2019 - 2020,Temporada,1610612741,1626245
2019 - 2020,Temporada,1610612750,1629006
2019 - 2020,Temporada,1610612750,1627823
2019 - 2020,Temporada,1610612750,1629675
2019 - 2020,Temporada,1610612750,1627736
2019 - 2020,Temporada,1610612750,1626156
2019 - 2020,Temporada,1610612750,201949
2019 - 2020,Temporada,1610612750,1629162
2019 - 2020,Temporada,1610612750,1629633
2019 - 2020,Temporada,1610612750,1627774
2019 - 2020,Temporada,1610612750,1629669
2019 - 2020,Temporada,1610612750,1626157
2019 - 2020,Temporada,1610612750,202323
2019 - 2020,Temporada,1610612745,200757
2019 - 2020,Temporada,1610612744,203952
2019 - 2020,Temporada,1610612744,1629308
2019 - 2020,Temporada,1610612744,1627737
2019 - 2020,Temporada,1610612744,1628539
2019 - 2020,Temporada,1610612744,1627814
2019 - 2020,Temporada,1610612744,1629672
2019 - 2020,Temporada,1610612744,1627733
2019 - 2020,Temporada,1610612744,1629673
2019 - 2020,Temporada,1610612744,1629065
2019 - 2020,Temporada,1610612744,1626184
2019 - 2020,Temporada,1610612744,201939
2019 - 2020,Temporada,1610612751,201163
2019 - 2020,Temporada,1610612751,201599
2019 - 2020,Temporada,1610612751,203915
2019 - 2020,Temporada,1610612751,1627752
2019 - 2020,Temporada,1610612751,1629651
2019 - 2020,Temporada,1610612751,1629033
2019 - 2020,Temporada,1610612766,1626179
2019 - 2020,Temporada,1610612762,202711
2019 - 2020,Temporada,1610612739,1626218
2019 - 2020,Temporada,1610612739,1629731
2019 - 2020,Temporada,1610612765,203089
2019 - 2020,Temporada,1610612752,1629019
2019 - 2020,Temporada,1610612766,1628370
2019 - 2020,Temporada,1610612739,1629636
2019 - 2020,Temporada,1610612744,1626172
2019 - 2020,Temporada,1610612750,1629103
2019 - 2020,Temporada,1610612744,203110
2019 - 2020,Temporada,1610612739,1629645
2019 - 2020,Temporada,1610612765,1629663
2019 - 2020,Temporada,1610612741,1629690
2019 - 2020,Temporada,1610612765,201565
2019 - 2020,Temporada,1610612765,1628476
2019 - 2020,Temporada,1610612741,203897
2019 - 2020,Temporada,1610612763,1628395
2019 - 2020,Temporada,1610612750,1628980
2019 - 2020,Temporada,1610612750,1629020
2019 - 2020,Temporada,1610612760,1629676
2019 - 2020,Temporada,1610612739,1629685
2019 - 2020,Temporada,1610612763,1628605
2019 - 2020,Temporada,1610612744,1629346
2019 - 2020,Temporada,1610612739,203957
2019 - 2020,Temporada,1610612741,1628990
2019 - 2020,Temporada,1610612742,1628973
2019 - 2020,Temporada,1610612756,1628413
2019 - 2020,Temporada,1610612741,1628436
2019 - 2020,Temporada,1610612750,203459
2019 - 2020,Temporada,1610612737,1627761
2019 - 2020,Temporada,1610612739,1629122
2019 - 2020,Temporada,1610612739,1629005
2019 - 2020,Temporada,1610612744,1629668
2019 - 2020,Temporada,1610612744,202951
2019 - 2020,Temporada,1610612756,1629745
2019 - 2020,Temporada,1610612745,1628392
2019 - 2020,Temporada,1610612745,1629739
2019 - 2020,Temporada,1610612737,1629718
2019 - 2020,Temporada,1610612742,1629151
2019 - 2020,Temporada,1610612755,1629015
2019 - 2020,Temporada,1610612752,1628443
2019 - 2020,Temporada,1610612752,1629649
2019 - 2020,Temporada,1610612756,1629607
2019 - 2020,Temporada,1610612765,204025
2019 - 2020,Temporada,1610612753,1628518
2019 - 2020,Temporada,1610612744,1629016
2019 - 2020,Temporada,1610612739,1629716
2019 - 2020,Temporada,1610612764,202738
2019 - 2020,Temporada,1610612758,1628450
2019 - 2020,Temporada,1610612751,202681
2019 - 2020,Temporada,1610612741,1627739
2019 - 2020,Temporada,1610612745,203991
2019 - 2020,Temporada,1610612765,201933
2019 - 2020,Temporada,1610612760,1628383
2019 - 2020,Temporada,1610612742,203939
2019 - 2020,Temporada,1610612740,1627982
2019 - 2020,Temporada,1610612753,203705
2019 - 2020,Temporada,1610612739,1626260
2019 - 2020,Temporada,1610612761,1629044
2019 - 2020,Temporada,1610612737,202718
2019 - 2020,Temporada,1610612764,1629620
2019 - 2020,Temporada,1610612751,1627740
2019 - 2020,Temporada,1610612757,1627746
2019 - 2020,Temporada,1610612765,1628379
2019 - 2020,Temporada,1610612751,1628021
2019 - 2020,Temporada,1610612748,1629133
2019 - 2020,Temporada,1610612751,202697
2019 - 2020,Temporada,1610612741,1629622
2019 - 2020,Temporada,1610612737,1627820
2019 - 2020,Temporada,1610612753,202329
2019 - 2020,Temporada,1610612764,101139
2019 - 2020,Temporada,1610612762,1629742
2019 - 2020,Temporada,1610612745,201583
2019 - 2020,Temporada,1610612757,2200
2019 - 2020,Temporada,1610612747,202326
2019 - 2020,Temporada,1610612764,1627883
2019 - 2020,Temporada,1610612755,1629312
2019 - 2020,Temporada,1610612755,1629746
2019 - 2020,Temporada,1610612755,1627776
2019 - 2020,Temporada,1610612761,1627819
2019 - 2020,Temporada,1610612761,1628421
2019 - 2020,Temporada,1610612751,1629962
2019 - 2020,Temporada,1610612751,201142
2019 - 2020,Temporada,1610612751,1629747
2019 - 2020,Temporada,1610612751,203710
2019 - 2020,Temporada,1610612745,101123
2019 - 2020,Temporada,1610612745,1629070
2019 - 2020,Temporada,1610612745,2403
2019 - 2020,Temporada,1610612745,1629034
2019 - 2020,Temporada,1610612748,1628432
2019 - 2020,Temporada,1610612748,1629967
2019 - 2020,Temporada,1610612748,204215
2019 - 2020,Temporada,1610612740,1629824
2019 - 2020,Temporada,1610612740,1629715
2019 - 2020,Temporada,1610612740,1628448
2019 - 2020,Temporada,1610612752,1629722
2019 - 2020,Temporada,1610612752,1629777
2019 - 2020,Temporada,1610612752,1629624
2019 - 2020,Temporada,1610612763,1629594
2019 - 2020,Temporada,1610612763,203101
2019 - 2020,Temporada,1610612763,1628397
2019 - 2020,Temporada,1610612759,1629756
2019 - 2020,Temporada,1610612747,1627743
2019 - 2020,Temporada,1610612747,1629305
2019 - 2020,Temporada,1610612744,1626150
2019 - 2020,Temporada,1610612744,1629800
2019 - 2020,Temporada,1610612744,202691
2019 - 2020,Temporada,1610612757,1629833
2019 - 2020,Temporada,1610612757,1628505
2019 - 2020,Temporada,1610612757,1628506
2019 - 2020,Temporada,1610612746,1629055
2019 - 2020,Temporada,1610612746,1629806
2019 - 2020,Temporada,1610612737,1628769
2019 - 2020,Temporada,1610612737,1629717
2019 - 2020,Temporada,1610612737,1629094
2019 - 2020,Temporada,1610612737,1626296
2019 - 2020,Temporada,1610612741,1629779
2019 - 2020,Temporada,1610612741,1628495
2019 - 2020,Temporada,1610612741,1629679
2019 - 2020,Temporada,1610612750,1628967
2019 - 2020,Temporada,1610612750,1629956
2019 - 2020,Temporada,1610612749,1629244
2019 - 2020,Temporada,1610612753,1629860
2019 - 2020,Temporada,1610612753,1629353
2019 - 2020,Temporada,1610612765,2207
2019 - 2020,Temporada,1610612765,1629270
2019 - 2020,Temporada,1610612766,1628424
2019 - 2020,Temporada,1610612766,1629606
2019 - 2020,Temporada,1610612766,1629759
2019 - 2020,Temporada,1610612745,1628417
2019 - 2020,Temporada,1610612760,203583
2019 - 2020,Temporada,1610612760,1629152
2019 - 2020,Temporada,1610612760,1627988
2019 - 2020,Temporada,1610612760,203961
2019 - 2020,Temporada,1610612762,1627858
2019 - 2020,Temporada,1610612747,203687
2019 - 2020,Temporada,1610612754,1628578
2019 - 2020,Temporada,1610612754,1627215
2019 - 2020,Temporada,1610612754,203912
2019 - 2020,Temporada,1610612738,1629232
2019 - 2020,Temporada,1610612738,1628999
2019 - 2020,Temporada,1610612739,1626185
2019 - 2020,Temporada,1610612739,1627772
2019 - 2020,Temporada,1610612742,1629751
2019 - 2020,Temporada,1610612742,1629689
2019 - 2020,Temporada,1610612758,1628399
2019 - 2020,Temporada,1610612758,203138
2019 - 2020,Temporada,1610612758,1627755
2019 - 2020,Temporada,1610612756,1629826
2019 - 2020,Temporada,1610612756,1629749
2019 - 2020,Temporada,1610612747,204065
2019 - 2020,Temporada,1610612759,1629664
2019 - 2020,Temporada,1610612741,1629825
2019 - 2020,Temporada,1610612761,1628996
2019 - 2020,Temporada,1610612749,1629612
2019 - 2020,Temporada,1610612764,1629595
2019 - 2020,Temporada,1610612764,1629203
2019 - 2020,Temporada,1610612764,202322
2019 - 2020,Temporada,1610612751,1629061
2019 - 2020,Temporada,1610612751,1629786
2019 - 2020,Temporada,1610612766,1629616
2019 - 2020,Temporada,1610612752,1629609
2019 - 2020,Temporada,1610612762,1629129
2019 - 2020,Temporada,1610612742,1629819
2019 - 2020,Temporada,1610612758,1629753
2019 - 2020,Temporada,1610612750,1629818
2019 - 2020,Temporada,1610612750,1629623
2019 - 2020,Temporada,1610612746,1629615
2019 - 2020,Temporada,1610612746,1629097
2019 - 2020,Temporada,1610612766,1629118
2019 - 2020,Temporada,1610612745,203461
2019 - 2020,Temporada,1610612744,203906
2019 - 2020,Temporada,1610612753,1629755
2019 - 2020,Temporada,1610612754,1629721
2020 - 2021,Temporada,1610612756,1628969
2020 - 2021,Temporada,1610612756,203109
2020 - 2021,Temporada,1610612756,1629028
2020 - 2021,Temporada,1610612756,1626164
2020 - 2021,Temporada,1610612756,101108
2020 - 2021,Temporada,1610612756,1629661
2020 - 2021,Temporada,1610612756,1626163
2020 - 2021,Temporada,1610612756,1626166
2020 - 2021,Temporada,1610612756,1628470
2020 - 2021,Temporada,1610612756,1630234
2020 - 2021,Temporada,1610612756,1628975
2020 - 2021,Temporada,1610612756,204038
2020 - 2021,Temporada,1610612756,202734
2020 - 2021,Temporada,1610612756,1627846
2020 - 2021,Temporada,1610612756,1630188
2020 - 2021,Temporada,1610612749,200782
2020 - 2021,Temporada,1610612749,203507
2020 - 2021,Temporada,1610612749,201572
2020 - 2021,Temporada,1610612749,203114
2020 - 2021,Temporada,1610612749,201950
2020 - 2021,Temporada,1610612749,1626192
2020 - 2021,Temporada,1610612749,1626171
2020 - 2021,Temporada,1610612749,201952
2020 - 2021,Temporada,1610612749,1629091
2020 - 2021,Temporada,1610612749,1629603
2020 - 2021,Temporada,1610612749,1627854
2020 - 2021,Temporada,1610612749,1628382
2020 - 2021,Temporada,1610612749,1630241
