periodoCompeticion,nombreCompeticion,idEquipo,idJugador
2018 - 2019,Temporada,1610612753,1628505
2018 - 2019,Temporada,1610612766,201587
2018 - 2019,Temporada,1610612766,1628970
2018 - 2019,Temporada,1610612766,202687
2018 - 2019,Temporada,1610612766,1628407
2018 - 2019,Temporada,1610612766,202689
2018 - 2019,Temporada,1610612766,203087
2018 - 2019,Temporada,1610612766,1626163
2018 - 2019,Temporada,1610612766,1628370
2018 - 2019,Temporada,1610612766,1628984
2018 - 2019,Temporada,1610612766,203077
2018 - 2019,Temporada,1610612766,1626195
2018 - 2019,Temporada,1610612766,202714
2018 - 2019,Temporada,1610612766,2225
2018 - 2019,Temporada,1610612752,1628995
2018 - 2019,Temporada,1610612752,1628436
2018 - 2019,Temporada,1610612752,1629011
2018 - 2019,Temporada,1610612752,1628422
2018 - 2019,Temporada,1610612752,1626209
2018 - 2019,Temporada,1610612752,1628443
2018 - 2019,Temporada,1610612752,1627740
2018 - 2019,Temporada,1610612752,203098
2018 - 2019,Temporada,1610612752,1628439
2018 - 2019,Temporada,1610612752,1628656
2018 - 2019,Temporada,1610612752,201599
2018 - 2019,Temporada,1610612752,1628372
2018 - 2019,Temporada,1610612752,202498
2018 - 2019,Temporada,1610612741,1627782
2018 - 2019,Temporada,1610612741,1627789
2018 - 2019,Temporada,1610612741,201577
2018 - 2019,Temporada,1610612741,1627885
2018 - 2019,Temporada,1610612741,1627853
2018 - 2019,Temporada,1610612741,1629102
2018 - 2019,Temporada,1610612741,1626245
2018 - 2019,Temporada,1610612741,1627215
2018 - 2019,Temporada,1610612741,1628469
2018 - 2019,Temporada,1610612741,1628959
2018 - 2019,Temporada,1610612741,1628990
2018 - 2019,Temporada,1610612755,1629003
2018 - 2019,Temporada,1610612755,1629312
2018 - 2019,Temporada,1610612744,1627814
2018 - 2019,Temporada,1610612744,1629094
2018 - 2019,Temporada,1610612763,203200
2018 - 2019,Temporada,1610612763,203998
2018 - 2019,Temporada,1610612763,1628397
2018 - 2019,Temporada,1610612763,1628416
2018 - 2019,Temporada,1610612763,1626153
2018 - 2019,Temporada,1610612763,203092
2018 - 2019,Temporada,1610612763,1628975
2018 - 2019,Temporada,1610612763,1629139
2018 - 2019,Temporada,1610612763,1627395
2018 - 2019,Temporada,1610612763,201144
2018 - 2019,Temporada,1610612763,201149
2018 - 2019,Temporada,1610612763,202718
2018 - 2019,Temporada,1610612760,1628393
2018 - 2019,Temporada,1610612749,1629045
2018 - 2019,Temporada,1610612742,1628382
2018 - 2019,Temporada,1610612742,1717
2018 - 2019,Temporada,1610612742,203939
2018 - 2019,Temporada,1610612742,2734
2018 - 2019,Temporada,1610612742,1628973
2018 - 2019,Temporada,1610612742,1626257
2018 - 2019,Temporada,1610612742,1627827
2018 - 2019,Temporada,1610612742,1629151
2018 - 2019,Temporada,1610612742,203504
2018 - 2019,Temporada,1610612742,201584
2018 - 2019,Temporada,1610612742,1628961
2018 - 2019,Temporada,1610612742,1629029
2018 - 2019,Temporada,1610612742,1629133
2018 - 2019,Temporada,1610612759,1629234
2018 - 2019,Temporada,1610612750,203952
2018 - 2019,Temporada,1610612750,203967
2018 - 2019,Temporada,1610612750,203476
2018 - 2019,Temporada,1610612750,1629006
2018 - 2019,Temporada,1610612750,1626145
2018 - 2019,Temporada,1610612750,201229
2018 - 2019,Temporada,1610612750,1628966
2018 - 2019,Temporada,1610612750,1629244
2018 - 2019,Temporada,1610612750,1629123
2018 - 2019,Temporada,1610612750,203710
2018 - 2019,Temporada,1610612750,1628249
2018 - 2019,Temporada,1610612750,201959
2018 - 2019,Temporada,1610612762,1628513
2018 - 2019,Temporada,1610612762,1628396
2018 - 2019,Temporada,1610612762,1628463
2018 - 2019,Temporada,1610612758,203084
2018 - 2019,Temporada,1610612758,202357
2018 - 2019,Temporada,1610612758,1626161
2018 - 2019,Temporada,1610612758,1627741
2018 - 2019,Temporada,1610612758,1628368
2018 - 2019,Temporada,1610612758,1628963
2018 - 2019,Temporada,1610612758,203992
2018 - 2019,Temporada,1610612758,1627812
2018 - 2019,Temporada,1610612758,201147
2018 - 2019,Temporada,1610612758,1628403
2018 - 2019,Temporada,1610612758,1627786
2018 - 2019,Temporada,1610612758,1628412
2018 - 2019,Temporada,1610612758,1629168
2018 - 2019,Temporada,1610612757,1629018
2018 - 2019,Temporada,1610612761,1628070
2018 - 2019,Temporada,1610612750,201573
2018 - 2019,Temporada,1610612750,1626157
2018 - 2019,Temporada,1610612747,1629203
2018 - 2019,Temporada,1610612747,203488
2018 - 2019,Temporada,1610612747,201580
2018 - 2019,Temporada,1610612747,203484
2018 - 2019,Temporada,1610612747,1627936
2018 - 2019,Temporada,1610612747,1629140
2018 - 2019,Temporada,1610612747,1629067
2018 - 2019,Temporada,1610612747,1629021
2018 - 2019,Temporada,1610612747,203493
2018 - 2019,Temporada,1610612747,2199
2018 - 2019,Temporada,1610612747,1628398
2018 - 2019,Temporada,1610612747,200765
2018 - 2019,Temporada,1610612740,1629026
2018 - 2019,Temporada,1610612740,1626174
2018 - 2019,Temporada,1610612740,1626143
2018 - 2019,Temporada,1610612740,203546
2018 - 2019,Temporada,1610612740,203901
2018 - 2019,Temporada,1610612740,1627767
2018 - 2019,Temporada,1610612740,203524
2018 - 2019,Temporada,1610612740,1629541
2018 - 2019,Temporada,1610612740,203076
2018 - 2019,Temporada,1610612740,1628402
2018 - 2019,Temporada,1610612740,1626169
2018 - 2019,Temporada,1610612740,203121
2018 - 2019,Temporada,1610612740,203944
2018 - 2019,Temporada,1610612756,1628969
2018 - 2019,Temporada,1610612756,1627733
2018 - 2019,Temporada,1610612756,1629034
2018 - 2019,Temporada,1610612756,1628367
2018 - 2019,Temporada,1610612756,1629059
2018 - 2019,Temporada,1610612756,203584
2018 - 2019,Temporada,1610612756,2037
2018 - 2019,Temporada,1610612756,1629001
2018 - 2019,Temporada,1610612756,202690
2018 - 2019,Temporada,1610612756,1626164
2018 - 2019,Temporada,1610612756,1626158
2018 - 2019,Temporada,1610612742,1628467
2018 - 2019,Temporada,1610612741,203960
2018 - 2019,Temporada,1610612738,1628408
2018 - 2019,Temporada,1610612738,1626154
2018 - 2019,Temporada,1610612764,1628972
2018 - 2019,Temporada,1610612764,1626171
2018 - 2019,Temporada,1610612764,1628418
2018 - 2019,Temporada,1610612764,203078
2018 - 2019,Temporada,1610612764,203107
2018 - 2019,Temporada,1610612764,101133
2018 - 2019,Temporada,1610612764,1628421
2018 - 2019,Temporada,1610612764,1626184
2018 - 2019,Temporada,1610612764,1626155
2018 - 2019,Temporada,1610612764,201145
2018 - 2019,Temporada,1610612764,2772
2018 - 2019,Temporada,1610612764,203895
2018 - 2019,Temporada,1610612764,203953
2018 - 2019,Temporada,1610612766,1629122
2018 - 2019,Temporada,1610612766,101107
2018 - 2019,Temporada,1610612739,1626224
2018 - 2019,Temporada,1610612739,1626204
2018 - 2019,Temporada,1610612739,1627790
2018 - 2019,Temporada,1610612739,202688
2018 - 2019,Temporada,1610612739,1629012
2018 - 2019,Temporada,1610612739,203903
2018 - 2019,Temporada,1610612739,1627737
2018 - 2019,Temporada,1610612739,1628021
2018 - 2019,Temporada,1610612739,203917
2018 - 2019,Temporada,1610612739,101112
2018 - 2019,Temporada,1610612739,1629061
2018 - 2019,Temporada,1610612739,201567
2018 - 2019,Temporada,1610612747,202362
2018 - 2019,Temporada,1610612743,1628399
2018 - 2019,Temporada,1610612743,1629164
2018 - 2019,Temporada,1610612743,1629118
2018 - 2019,Temporada,1610612746,1628405
2018 - 2019,Temporada,1610612746,1629116
2018 - 2019,Temporada,1610612748,203585
2018 - 2019,Temporada,1610612739,202684
2018 - 2019,Temporada,1610612758,201585
2018 - 2019,Temporada,1610612758,202692
2018 - 2019,Temporada,1610612752,1626144
2018 - 2019,Temporada,1610612764,202325
2018 - 2019,Temporada,1610612763,1628605
2018 - 2019,Temporada,1610612756,203933
2018 - 2019,Temporada,1610612748,1626196
2018 - 2019,Temporada,1610612741,1627739
2018 - 2019,Temporada,1610612765,1629004
2018 - 2019,Temporada,1610612758,1628610
2018 - 2019,Temporada,1610612759,1629002
2018 - 2019,Temporada,1610612763,202685
2018 - 2019,Temporada,1610612756,1629028
2018 - 2019,Temporada,1610612737,203473
2018 - 2019,Temporada,1610612747,2544
2018 - 2019,Temporada,1610612747,203159
2018 - 2019,Temporada,1610612741,1628976
2018 - 2019,Temporada,1610612763,202340
2018 - 2019,Temporada,1610612749,1628978
2018 - 2019,Temporada,1610612741,1628374
2018 - 2019,Temporada,1610612741,203897
2018 - 2019,Temporada,1610612757,203994
2018 - 2019,Temporada,1610612758,1628385
2018 - 2019,Temporada,1610612752,1628373
2018 - 2019,Temporada,1610612755,1628383
2018 - 2019,Temporada,1610612742,203501
2018 - 2019,Temporada,1610612747,1628404
2018 - 2019,Temporada,1610612747,201281
2018 - 2019,Temporada,1610612756,204020
2018 - 2019,Temporada,1610612740,201160
2018 - 2019,Temporada,1610612752,1629019
2018 - 2019,Temporada,1610612739,203521
2018 - 2019,Temporada,1610612749,2200
2018 - 2019,Temporada,1610612741,203490
2018 - 2019,Temporada,1610612750,201565
2018 - 2019,Temporada,1610612763,101139
2018 - 2019,Temporada,1610612756,1626162
2018 - 2019,Temporada,1610612752,203943
2018 - 2019,Temporada,1610612762,203957
2018 - 2019,Temporada,1610612751,203459
2018 - 2019,Temporada,1610612745,1629053
2018 - 2019,Temporada,1610612745,203093
2018 - 2019,Temporada,1610612766,203469
2018 - 2019,Temporada,1610612760,1629055
2018 - 2019,Temporada,1610612750,201952
2018 - 2019,Temporada,1610612740,202734
2018 - 2019,Temporada,1610612753,1628515
2018 - 2019,Temporada,1610612737,1627816
2018 - 2019,Temporada,1610612740,201950
2018 - 2019,Temporada,1610612747,1627742
2018 - 2019,Temporada,1610612749,1628979
2018 - 2019,Temporada,1610612749,203477
2018 - 2019,Temporada,1610612737,1629016
2018 - 2019,Temporada,1610612751,1628769
2018 - 2019,Temporada,1610612750,2736
2018 - 2019,Temporada,1610612737,1626296
2018 - 2019,Temporada,1610612748,1629150
2018 - 2019,Temporada,1610612760,203816
2018 - 2019,Temporada,1610612760,204076
2018 - 2019,Temporada,1610612763,1628991
2018 - 2019,Temporada,1610612739,1628417
2018 - 2019,Temporada,1610612763,203937
2018 - 2019,Temporada,1610612763,1628415
2018 - 2019,Temporada,1610612746,101162
2018 - 2019,Temporada,1610612739,1627735
2018 - 2019,Temporada,1610612747,201563
2018 - 2019,Temporada,1610612760,203518
2018 - 2019,Temporada,1610612737,1627772
2018 - 2019,Temporada,1610612739,1628424
2018 - 2019,Temporada,1610612753,1628964
2018 - 2019,Temporada,1610612766,1629147
2018 - 2019,Temporada,1610612764,1627780
2018 - 2019,Temporada,1610612765,203564
2018 - 2019,Temporada,1610612758,203463
2018 - 2019,Temporada,1610612756,203112
2018 - 2019,Temporada,1610612763,201956
2018 - 2019,Temporada,1610612739,1626166
2018 - 2019,Temporada,1610612754,203506
2018 - 2019,Temporada,1610612761,1627781
2018 - 2019,Temporada,1610612747,1628366
2018 - 2019,Temporada,1610612745,203263
2018 - 2019,Temporada,1610612739,1627883
2018 - 2019,Temporada,1610612742,200826
2018 - 2019,Temporada,1610612764,1627758
2018 - 2019,Temporada,1610612761,203485
2018 - 2019,Temporada,1610612755,1627743
2018 - 2019,Temporada,1610612737,203101
2018 - 2019,Temporada,1610612763,202705
2018 - 2019,Temporada,1610612746,1628462
2018 - 2019,Temporada,1610612750,203496
2018 - 2019,Temporada,1610612740,1629129
2018 - 2019,Temporada,1610612740,1626150
2018 - 2019,Temporada,1610612743,201156
2018 - 2019,Temporada,1610612764,202322
2018 - 2019,Temporada,1610612765,1629037
2018 - 2019,Temporada,1610612749,1628537
2018 - 2019,Temporada,1610612764,1627855
2018 - 2019,Temporada,1610612743,1629152
2018 - 2019,Temporada,1610612765,1629155
2018 - 2019,Temporada,1610612756,1628994
2018 - 2019,Temporada,1610612763,203474
2018 - 2019,Temporada,1610612754,1628387
2018 - 2019,Temporada,1610612760,1629093
2018 - 2019,Temporada,1610612764,2730
2018 - 2019,Temporada,1610612755,1628365
2018 - 2019,Temporada,1610612739,2747
2018 - 2019,Temporada,1610612749,203089
2018 - 2019,Temporada,1610612745,2546
2018 - 2019,Temporada,1610612745,1627753
2018 - 2019,Temporada,1610612746,201601
2018 - 2019,Temporada,1610612741,1627755
2018 - 2019,Temporada,1610612739,204066
2018 - 2019,Temporada,1610612758,1629117
2018 - 2019,Temporada,1610612758,2216
2018 - 2019,Temporada,1610612757,1628419
2018 - 2019,Temporada,1610612757,1627778
2018 - 2019,Temporada,1610612765,203687
2018 - 2019,Temporada,1610612739,1629009
2018 - 2019,Temporada,1610612739,1627819
2018 - 2019,Temporada,1610612747,204037
2018 - 2019,Temporada,1610612747,1629050
2018 - 2019,Temporada,1610612745,1629285
2018 - 2019,Temporada,1610612745,1629260
2018 - 2019,Temporada,1610612763,1629156
2018 - 2019,Temporada,1610612763,1629078
2018 - 2019,Temporada,1610612750,203130
2018 - 2019,Temporada,1610612750,1629236
2018 - 2019,Temporada,1610612766,1629146
2018 - 2019,Temporada,1610612742,1629142
2018 - 2019,Temporada,1610612743,202918
2018 - 2019,Temporada,1610612741,1628499
2018 - 2019,Temporada,1610612741,1629232
2018 - 2019,Temporada,1610612741,1628476
2018 - 2019,Temporada,1610612759,203910
2018 - 2019,Temporada,1610612753,1629132
2018 - 2019,Temporada,1610612753,202389
2018 - 2019,Temporada,1610612737,203080
2018 - 2019,Temporada,1610612737,1629190
2018 - 2019,Temporada,1610612748,1627362
2018 - 2019,Temporada,1610612748,204192
2018 - 2019,Temporada,1610612748,1628681
2018 - 2019,Temporada,1610612748,203950
2018 - 2019,Temporada,1610612752,1629352
2018 - 2019,Temporada,1610612752,204001
2018 - 2019,Temporada,1610612762,1629131
2018 - 2019,Temporada,1610612762,1627766
2018 - 2019,Temporada,1610612762,1629036
2018 - 2019,Temporada,1610612761,1627770
2018 - 2019,Temporada,1610612761,1627858
2018 - 2019,Temporada,1610612740,101127
2018 - 2019,Temporada,1610612740,201582
2018 - 2019,Temporada,1610612740,203629
2018 - 2019,Temporada,1610612740,1629000
2018 - 2019,Temporada,1610612740,202721
2018 - 2019,Temporada,1610612748,202732
2018 - 2019,Temporada,1610612748,1628429
2018 - 2019,Temporada,1610612744,203805
2018 - 2019,Temporada,1610612744,1629134
2018 - 2019,Temporada,1610612754,1629136
2018 - 2019,Temporada,1610612754,1628500
2018 - 2019,Temporada,1610612754,204179
2018 - 2019,Temporada,1610612759,203962
2018 - 2019,Temporada,1610612759,1627749
2018 - 2019,Temporada,1610612751,1629162
2018 - 2019,Temporada,1610612751,1629245
2018 - 2019,Temporada,1610612764,202730
2018 - 2019,Temporada,1610612764,1629186
2018 - 2019,Temporada,1610612765,1629148
2018 - 2019,Temporada,1610612743,1629008
2018 - 2019,Temporada,1610612743,202388
2018 - 2019,Temporada,1610612746,1629184
2018 - 2019,Temporada,1610612749,203498
2018 - 2019,Temporada,1610612760,203583
2018 - 2019,Temporada,1610612760,203909
2018 - 2019,Temporada,1610612760,1628576
2018 - 2019,Temporada,1610612760,203460
2018 - 2019,Temporada,1610612742,1629149
2018 - 2019,Temporada,1610612755,2731
2018 - 2019,Temporada,1610612755,1626148
2018 - 2019,Temporada,1610612755,203658
2018 - 2019,Temporada,1610612741,201600
2018 - 2019,Temporada,1610612741,1627756
2018 - 2019,Temporada,1610612766,1628965
2018 - 2019,Temporada,1610612766,1629145
2018 - 2019,Temporada,1610612754,203912
2018 - 2019,Temporada,1610612739,1626260
2018 - 2019,Temporada,1610612756,201589
2018 - 2019,Temporada,1610612745,1629154
2018 - 2019,Temporada,1610612763,1629226
2018 - 2019,Temporada,1610612747,1629137
2018 - 2019,Temporada,1610612738,1627875
2018 - 2019,Temporada,1610612738,1629166
2018 - 2019,Temporada,1610612738,1629165
2018 - 2019,Temporada,1610612738,1628444
2018 - 2019,Temporada,1610612765,1626191
2018 - 2019,Temporada,1610612758,1628503
2018 - 2019,Temporada,1610612737,202332
2018 - 2019,Temporada,1610612748,1629005
2018 - 2019,Temporada,1610612752,1629246
2018 - 2019,Temporada,1610612748,1629159
2018 - 2019,Temporada,1610612762,1629163
2018 - 2019,Temporada,1610612738,1629167
2019 - 2020,Temporada,1610612747,2544
2019 - 2020,Temporada,1610612747,201980
2019 - 2020,Temporada,1610612747,203076
2019 - 2020,Temporada,1610612747,1627936
2019 - 2020,Temporada,1610612747,203484
2019 - 2020,Temporada,1610612747,200765
2019 - 2020,Temporada,1610612747,202693
2019 - 2020,Temporada,1610612747,1628398
2019 - 2020,Temporada,1610612747,201162
2019 - 2020,Temporada,1610612747,1626188
2019 - 2020,Temporada,1610612747,2730
2019 - 2020,Temporada,1610612747,201580
2019 - 2020,Temporada,1610612747,2747
2019 - 2020,Temporada,1610612748,202710
2019 - 2020,Temporada,1610612748,203109
2019 - 2020,Temporada,1610612748,1628389
2019 - 2020,Temporada,1610612748,1629130
2019 - 2020,Temporada,1610612748,1629639
2019 - 2020,Temporada,1610612748,2738
2019 - 2020,Temporada,1610612748,1629134
