id,periodoCompeticion,nombreCompeticion,idEquipoLocal,idEquipoVisitante,fecha,puntosLocal,puntosVisitante,instancia
42100406,2021 - 2022,Temporada,1610612738,1610612744,2022-06-16,90,103,NBA Finals
42100405,2021 - 2022,Temporada,1610612744,1610612738,2022-06-13,104,94,NBA Finals
42100404,2021 - 2022,Temporada,1610612738,1610612744,2022-06-10,97,107,NBA Finals
42100403,2021 - 2022,Temporada,1610612738,1610612744,2022-06-08,116,100,NBA Finals
42100402,2021 - 2022,Temporada,1610612744,1610612738,2022-06-05,107,88,NBA Finals
42100401,2021 - 2022,Temporada,1610612744,1610612738,2022-06-02,108,120,NBA Finals
42100307,2021 - 2022,Temporada,1610612748,1610612738,2022-05-29,96,100,Conference Finals
42100306,2021 - 2022,Temporada,1610612738,1610612748,2022-05-27,103,111,Conference Finals
42100315,2021 - 2022,Temporada,1610612744,1610612742,2022-05-26,120,110,Conference Finals
42100305,2021 - 2022,Temporada,1610612748,1610612738,2022-05-25,80,93,Conference Finals
42100314,2021 - 2022,Temporada,1610612742,1610612744,2022-05-24,119,109,Conference Finals
42100304,2021 - 2022,Temporada,1610612738,1610612748,2022-05-23,102,82,Conference Finals
42100313,2021 - 2022,Temporada,1610612742,1610612744,2022-05-22,100,109,Conference Finals
42100303,2021 - 2022,Temporada,1610612738,1610612748,2022-05-21,103,109,Conference Finals
42100312,2021 - 2022,Temporada,1610612744,1610612742,2022-05-20,126,117,Conference Finals
42100302,2021 - 2022,Temporada,1610612748,1610612738,2022-05-19,102,127,Conference Finals
42100311,2021 - 2022,Temporada,1610612744,1610612742,2022-05-18,112,87,Conference Finals
42100301,2021 - 2022,Temporada,1610612748,1610612738,2022-05-17,118,107,Conference Finals
42100217,2021 - 2022,Temporada,1610612738,1610612749,2022-05-15,109,81,Conference Semifinals
42100227,2021 - 2022,Temporada,1610612756,1610612742,2022-05-15,90,123,Conference Semifinals
42100216,2021 - 2022,Temporada,1610612749,1610612738,2022-05-13,95,108,Conference Semifinals
42100236,2021 - 2022,Temporada,1610612744,1610612763,2022-05-13,110,96,Conference Semifinals
42100206,2021 - 2022,Temporada,1610612755,1610612748,2022-05-12,90,99,Conference Semifinals
42100226,2021 - 2022,Temporada,1610612742,1610612756,2022-05-12,113,86,Conference Semifinals
42100215,2021 - 2022,Temporada,1610612738,1610612749,2022-05-11,107,110,Conference Semifinals
42100235,2021 - 2022,Temporada,1610612763,1610612744,2022-05-11,134,95,Conference Semifinals
42100205,2021 - 2022,Temporada,1610612748,1610612755,2022-05-10,120,85,Conference Semifinals
42100225,2021 - 2022,Temporada,1610612756,1610612742,2022-05-10,110,80,Conference Semifinals
42100214,2021 - 2022,Temporada,1610612749,1610612738,2022-05-09,108,116,Conference Semifinals
42100234,2021 - 2022,Temporada,1610612744,1610612763,2022-05-09,101,98,Conference Semifinals
42100224,2021 - 2022,Temporada,1610612742,1610612756,2022-05-08,111,101,Conference Semifinals
42100204,2021 - 2022,Temporada,1610612755,1610612748,2022-05-08,116,108,Conference Semifinals
42100213,2021 - 2022,Temporada,1610612749,1610612738,2022-05-07,103,101,Conference Semifinals
42100233,2021 - 2022,Temporada,1610612744,1610612763,2022-05-07,142,112,Conference Semifinals
42100203,2021 - 2022,Temporada,1610612755,1610612748,2022-05-06,99,79,Conference Semifinals
42100223,2021 - 2022,Temporada,1610612742,1610612756,2022-05-06,103,94,Conference Semifinals
42100202,2021 - 2022,Temporada,1610612748,1610612755,2022-05-04,119,103,Conference Semifinals
42100222,2021 - 2022,Temporada,1610612756,1610612742,2022-05-04,129,109,Conference Semifinals
42100212,2021 - 2022,Temporada,1610612738,1610612749,2022-05-03,109,86,Conference Semifinals
42100232,2021 - 2022,Temporada,1610612763,1610612744,2022-05-03,106,101,Conference Semifinals
42100201,2021 - 2022,Temporada,1610612748,1610612755,2022-05-02,106,92,Conference Semifinals
42100221,2021 - 2022,Temporada,1610612756,1610612742,2022-05-02,121,114,Conference Semifinals
42100211,2021 - 2022,Temporada,1610612738,1610612749,2022-05-01,89,101,Conference Semifinals
42100231,2021 - 2022,Temporada,1610612763,1610612744,2022-05-01,116,117,Conference Semifinals
42100156,2021 - 2022,Temporada,1610612750,1610612763,2022-04-29,106,114,First Round
42100136,2021 - 2022,Temporada,1610612761,1610612755,2022-04-28,97,132,First Round
42100146,2021 - 2022,Temporada,1610612740,1610612756,2022-04-28,109,115,First Round
42100176,2021 - 2022,Temporada,1610612762,1610612742,2022-04-28,96,98,First Round
42100125,2021 - 2022,Temporada,1610612749,1610612741,2022-04-27,116,100,First Round
42100165,2021 - 2022,Temporada,1610612744,1610612743,2022-04-27,102,98,First Round
42100105,2021 - 2022,Temporada,1610612748,1610612737,2022-04-26,97,94,First Round
42100155,2021 - 2022,Temporada,1610612763,1610612750,2022-04-26,111,109,First Round
42100145,2021 - 2022,Temporada,1610612756,1610612740,2022-04-26,112,97,First Round
42100114,2021 - 2022,Temporada,1610612751,1610612738,2022-04-25,112,116,First Round
42100135,2021 - 2022,Temporada,1610612755,1610612761,2022-04-25,88,103,First Round
42100175,2021 - 2022,Temporada,1610612742,1610612762,2022-04-25,102,77,First Round
42100124,2021 - 2022,Temporada,1610612741,1610612749,2022-04-24,95,119,First Round
42100164,2021 - 2022,Temporada,1610612743,1610612744,2022-04-24,126,121,First Round
42100104,2021 - 2022,Temporada,1610612737,1610612748,2022-04-24,86,110,First Round
42100144,2021 - 2022,Temporada,1610612740,1610612756,2022-04-24,118,103,First Round
42100134,2021 - 2022,Temporada,1610612761,1610612755,2022-04-23,110,102,First Round
42100174,2021 - 2022,Temporada,1610612762,1610612742,2022-04-23,100,99,First Round
42100113,2021 - 2022,Temporada,1610612751,1610612738,2022-04-23,103,109,First Round
42100154,2021 - 2022,Temporada,1610612750,1610612763,2022-04-23,119,118,First Round
42100103,2021 - 2022,Temporada,1610612737,1610612748,2022-04-22,111,110,First Round
42100123,2021 - 2022,Temporada,1610612741,1610612749,2022-04-22,81,111,First Round
42100143,2021 - 2022,Temporada,1610612740,1610612756,2022-04-22,111,114,First Round
42100153,2021 - 2022,Temporada,1610612750,1610612763,2022-04-21,95,104,First Round
42100173,2021 - 2022,Temporada,1610612762,1610612742,2022-04-21,118,126,First Round
42100163,2021 - 2022,Temporada,1610612743,1610612744,2022-04-21,113,118,First Round
42100112,2021 - 2022,Temporada,1610612738,1610612751,2022-04-20,114,107,First Round
42100133,2021 - 2022,Temporada,1610612761,1610612755,2022-04-20,101,104,First Round
42100122,2021 - 2022,Temporada,1610612749,1610612741,2022-04-20,110,114,First Round
42100102,2021 - 2022,Temporada,1610612748,1610612737,2022-04-19,115,105,First Round
42100152,2021 - 2022,Temporada,1610612763,1610612750,2022-04-19,124,96,First Round
42100142,2021 - 2022,Temporada,1610612756,1610612740,2022-04-19,114,125,First Round
42100132,2021 - 2022,Temporada,1610612755,1610612761,2022-04-18,112,97,First Round
42100172,2021 - 2022,Temporada,1610612742,1610612762,2022-04-18,110,104,First Round
42100162,2021 - 2022,Temporada,1610612744,1610612743,2022-04-18,126,106,First Round
42100101,2021 - 2022,Temporada,1610612748,1610612737,2022-04-17,115,91,First Round
42100111,2021 - 2022,Temporada,1610612738,1610612751,2022-04-17,115,114,First Round
42100121,2021 - 2022,Temporada,1610612749,1610612741,2022-04-17,93,86,First Round
42100141,2021 - 2022,Temporada,1610612756,1610612740,2022-04-17,110,99,First Round
42100171,2021 - 2022,Temporada,1610612742,1610612762,2022-04-16,93,99,First Round
42100151,2021 - 2022,Temporada,1610612763,1610612750,2022-04-16,117,130,First Round
42100131,2021 - 2022,Temporada,1610612755,1610612761,2022-04-16,131,111,First Round
42100161,2021 - 2022,Temporada,1610612744,1610612743,2022-04-16,123,107,First Round
52100201,2021 - 2022,Temporada,1610612739,1610612737,2022-04-15,101,107,Play-In Tournament
52100211,2021 - 2022,Temporada,1610612746,1610612740,2022-04-15,101,105,Play-In Tournament
52100111,2021 - 2022,Temporada,1610612737,1610612766,2022-04-13,132,103,Play-In Tournament
52100131,2021 - 2022,Temporada,1610612740,1610612759,2022-04-13,113,103,Play-In Tournament
52100101,2021 - 2022,Temporada,1610612751,1610612739,2022-04-12,115,108,Play-In Tournament
52100121,2021 - 2022,Temporada,1610612750,1610612746,2022-04-12,109,104,Play-In Tournament
22101216,2021 - 2022,Temporada,1610612751,1610612754,2022-04-10,134,126,Regular Season
22101217,2021 - 2022,Temporada,1610612766,1610612764,2022-04-10,124,108,Regular Season
22101218,2021 - 2022,Temporada,1610612739,1610612749,2022-04-10,133,115,Regular Season
22101221,2021 - 2022,Temporada,1610612745,1610612737,2022-04-10,114,130,Regular Season
22101223,2021 - 2022,Temporada,1610612763,1610612738,2022-04-10,110,139,Regular Season
22101226,2021 - 2022,Temporada,1610612752,1610612761,2022-04-10,105,94,Regular Season
22101227,2021 - 2022,Temporada,1610612753,1610612748,2022-04-10,125,111,Regular Season
22101228,2021 - 2022,Temporada,1610612755,1610612765,2022-04-10,118,106,Regular Season
22101224,2021 - 2022,Temporada,1610612750,1610612741,2022-04-10,120,124,Regular Season
22101219,2021 - 2022,Temporada,1610612742,1610612759,2022-04-10,130,120,Regular Season
22101220,2021 - 2022,Temporada,1610612743,1610612747,2022-04-10,141,146,Regular Season
22101222,2021 - 2022,Temporada,1610612746,1610612760,2022-04-10,138,88,Regular Season
22101225,2021 - 2022,Temporada,1610612740,1610612744,2022-04-10,107,128,Regular Season
22101229,2021 - 2022,Temporada,1610612756,1610612758,2022-04-10,109,116,Regular Season
22101230,2021 - 2022,Temporada,1610612757,1610612762,2022-04-10,80,111,Regular Season
22101214,2021 - 2022,Temporada,1610612755,1610612754,2022-04-09,133,120,Regular Season
22101213,2021 - 2022,Temporada,1610612763,1610612740,2022-04-09,141,114,Regular Season
22101215,2021 - 2022,Temporada,1610612759,1610612744,2022-04-09,94,100,Regular Season
22101212,2021 - 2022,Temporada,1610612746,1610612758,2022-04-09,117,98,Regular Season
22101203,2021 - 2022,Temporada,1610612765,1610612749,2022-04-08,101,131,Regular Season
22101204,2021 - 2022,Temporada,1610612764,1610612752,2022-04-08,92,114,Regular Season
22101205,2021 - 2022,Temporada,1610612751,1610612739,2022-04-08,118,107,Regular Season
22101206,2021 - 2022,Temporada,1610612761,1610612745,2022-04-08,117,115,Regular Season
22101207,2021 - 2022,Temporada,1610612748,1610612737,2022-04-08,113,109,Regular Season
22101208,2021 - 2022,Temporada,1610612741,1610612766,2022-04-08,117,133,Regular Season
22101209,2021 - 2022,Temporada,1610612742,1610612757,2022-04-08,128,78,Regular Season
22101210,2021 - 2022,Temporada,1610612762,1610612756,2022-04-08,105,111,Regular Season
22101211,2021 - 2022,Temporada,1610612747,1610612760,2022-04-08,120,101,Regular Season
22101196,2021 - 2022,Temporada,1610612766,1610612753,2022-04-07,128,101,Regular Season
22101197,2021 - 2022,Temporada,1610612761,1610612755,2022-04-07,119,114,Regular Season
22101198,2021 - 2022,Temporada,1610612749,1610612738,2022-04-07,127,121,Regular Season
22101199,2021 - 2022,Temporada,1610612750,1610612759,2022-04-07,127,121,Regular Season
22101200,2021 - 2022,Temporada,1610612740,1610612757,2022-04-07,127,94,Regular Season
22101201,2021 - 2022,Temporada,1610612743,1610612763,2022-04-07,122,109,Regular Season
22101202,2021 - 2022,Temporada,1610612744,1610612747,2022-04-07,128,112,Regular Season
22101190,2021 - 2022,Temporada,1610612765,1610612742,2022-04-06,113,131,Regular Season
22101191,2021 - 2022,Temporada,1610612752,1610612751,2022-04-06,98,110,Regular Season
22101192,2021 - 2022,Temporada,1610612737,1610612764,2022-04-06,118,103,Regular Season
22101193,2021 - 2022,Temporada,1610612741,1610612738,2022-04-06,94,117,Regular Season
22101194,2021 - 2022,Temporada,1610612762,1610612760,2022-04-06,137,101,Regular Season
22101195,2021 - 2022,Temporada,1610612746,1610612756,2022-04-06,113,109,Regular Season
22101178,2021 - 2022,Temporada,1610612754,1610612755,2022-04-05,122,131,Regular Season
22101179,2021 - 2022,Temporada,1610612753,1610612739,2022-04-05,120,115,Regular Season
22101180,2021 - 2022,Temporada,1610612751,1610612745,2022-04-05,118,105,Regular Season
22101181,2021 - 2022,Temporada,1610612748,1610612766,2022-04-05,144,115,Regular Season
22101182,2021 - 2022,Temporada,1610612761,1610612737,2022-04-05,118,108,Regular Season
22101183,2021 - 2022,Temporada,1610612741,1610612749,2022-04-05,106,127,Regular Season
22101184,2021 - 2022,Temporada,1610612750,1610612764,2022-04-05,114,132,Regular Season
22101185,2021 - 2022,Temporada,1610612760,1610612757,2022-04-05,98,94,Regular Season
22101186,2021 - 2022,Temporada,1610612743,1610612759,2022-04-05,97,116,Regular Season
22101187,2021 - 2022,Temporada,1610612762,1610612763,2022-04-05,121,115,Regular Season
22101188,2021 - 2022,Temporada,1610612758,1610612740,2022-04-05,109,123,Regular Season
22101189,2021 - 2022,Temporada,1610612756,1610612747,2022-04-05,121,110,Regular Season
22101166,2021 - 2022,Temporada,1610612738,1610612764,2022-04-03,144,102,Regular Season
22101167,2021 - 2022,Temporada,1610612749,1610612742,2022-04-03,112,118,Regular Season
22101168,2021 - 2022,Temporada,1610612747,1610612743,2022-04-03,118,129,Regular Season
22101169,2021 - 2022,Temporada,1610612754,1610612765,2022-04-03,117,121,Regular Season
22101170,2021 - 2022,Temporada,1610612739,1610612755,2022-04-03,108,112,Regular Season
22101171,2021 - 2022,Temporada,1610612753,1610612752,2022-04-03,88,118,Regular Season
22101172,2021 - 2022,Temporada,1610612761,1610612748,2022-04-03,109,114,Regular Season
22101173,2021 - 2022,Temporada,1610612745,1610612750,2022-04-03,132,139,Regular Season
22101174,2021 - 2022,Temporada,1610612760,1610612756,2022-04-03,117,96,Regular Season
22101175,2021 - 2022,Temporada,1610612759,1610612757,2022-04-03,113,92,Regular Season
22101176,2021 - 2022,Temporada,1610612758,1610612744,2022-04-03,90,109,Regular Season
22101177,2021 - 2022,Temporada,1610612746,1610612740,2022-04-03,119,100,Regular Season
22101161,2021 - 2022,Temporada,1610612755,1610612766,2022-04-02,144,114,Regular Season
22101162,2021 - 2022,Temporada,1610612752,1610612739,2022-04-02,101,119,Regular Season
22101163,2021 - 2022,Temporada,1610612737,1610612751,2022-04-02,122,115,Regular Season
22101164,2021 - 2022,Temporada,1610612741,1610612748,2022-04-02,109,127,Regular Season
22101165,2021 - 2022,Temporada,1610612744,1610612762,2022-04-02,111,107,Regular Season
22101151,2021 - 2022,Temporada,1610612753,1610612761,2022-04-01,89,102,Regular Season
22101152,2021 - 2022,Temporada,1610612764,1610612742,2022-04-01,135,103,Regular Season
22101153,2021 - 2022,Temporada,1610612738,1610612754,2022-04-01,128,123,Regular Season
22101154,2021 - 2022,Temporada,1610612745,1610612758,2022-04-01,117,122,Regular Season
22101155,2021 - 2022,Temporada,1610612763,1610612756,2022-04-01,122,114,Regular Season
22101156,2021 - 2022,Temporada,1610612749,1610612746,2022-04-01,119,153,Regular Season
22101157,2021 - 2022,Temporada,1610612760,1610612765,2022-04-01,101,110,Regular Season
22101158,2021 - 2022,Temporada,1610612759,1610612757,2022-04-01,130,111,Regular Season
22101159,2021 - 2022,Temporada,1610612743,1610612750,2022-04-01,130,136,Regular Season
22101160,2021 - 2022,Temporada,1610612747,1610612740,2022-04-01,111,114,Regular Season
22101147,2021 - 2022,Temporada,1610612765,1610612755,2022-03-31,102,94,Regular Season
22100452,2021 - 2022,Temporada,1610612737,1610612739,2022-03-31,131,107,Regular Season
22101148,2021 - 2022,Temporada,1610612751,1610612749,2022-03-31,119,120,Regular Season
22101149,2021 - 2022,Temporada,1610612741,1610612746,2022-03-31,135,130,Regular Season
22101150,2021 - 2022,Temporada,1610612762,1610612747,2022-03-31,122,109,Regular Season
22101136,2021 - 2022,Temporada,1610612739,1610612742,2022-03-30,112,120,Regular Season
22101137,2021 - 2022,Temporada,1610612754,1610612743,2022-03-30,118,125,Regular Season
22101138,2021 - 2022,Temporada,1610612764,1610612753,2022-03-30,127,110,Regular Season
22101139,2021 - 2022,Temporada,1610612738,1610612748,2022-03-30,98,106,Regular Season
22101140,2021 - 2022,Temporada,1610612752,1610612766,2022-03-30,114,125,Regular Season
22101141,2021 - 2022,Temporada,1610612761,1610612750,2022-03-30,125,102,Regular Season
22101142,2021 - 2022,Temporada,1610612745,1610612758,2022-03-30,118,121,Regular Season
22101143,2021 - 2022,Temporada,1610612760,1610612737,2022-03-30,118,136,Regular Season
22101144,2021 - 2022,Temporada,1610612759,1610612763,2022-03-30,111,112,Regular Season
22101145,2021 - 2022,Temporada,1610612744,1610612756,2022-03-30,103,107,Regular Season
22101146,2021 - 2022,Temporada,1610612757,1610612740,2022-03-30,107,117,Regular Season
22101131,2021 - 2022,Temporada,1610612755,1610612749,2022-03-29,116,118,Regular Season
22101132,2021 - 2022,Temporada,1610612764,1610612741,2022-03-29,94,107,Regular Season
22101133,2021 - 2022,Temporada,1610612751,1610612765,2022-03-29,130,123,Regular Season
22101134,2021 - 2022,Temporada,1610612742,1610612747,2022-03-29,128,110,Regular Season
22101135,2021 - 2022,Temporada,1610612746,1610612762,2022-03-29,121,115,Regular Season
22101122,2021 - 2022,Temporada,1610612766,1610612743,2022-03-28,109,113,Regular Season
22101123,2021 - 2022,Temporada,1610612739,1610612753,2022-03-28,107,101,Regular Season
22101124,2021 - 2022,Temporada,1610612754,1610612737,2022-03-28,123,132,Regular Season
22101125,2021 - 2022,Temporada,1610612748,1610612758,2022-03-28,123,100,Regular Season
22101126,2021 - 2022,Temporada,1610612752,1610612741,2022-03-28,109,104,Regular Season
22101127,2021 - 2022,Temporada,1610612761,1610612738,2022-03-28,115,112,Regular Season
22101128,2021 - 2022,Temporada,1610612745,1610612759,2022-03-28,120,123,Regular Season
22101129,2021 - 2022,Temporada,1610612763,1610612744,2022-03-28,123,95,Regular Season
22101130,2021 - 2022,Temporada,1610612757,1610612760,2022-03-28,131,134,Regular Season
22101115,2021 - 2022,Temporada,1610612765,1610612752,2022-03-27,102,104,Regular Season
22101116,2021 - 2022,Temporada,1610612738,1610612750,2022-03-27,134,112,Regular Season
22101117,2021 - 2022,Temporada,1610612764,1610612744,2022-03-27,123,115,Regular Season
22101118,2021 - 2022,Temporada,1610612756,1610612755,2022-03-27,114,104,Regular Season
22101119,2021 - 2022,Temporada,1610612740,1610612747,2022-03-27,116,108,Regular Season
22101120,2021 - 2022,Temporada,1610612751,1610612766,2022-03-27,110,119,Regular Season
22101121,2021 - 2022,Temporada,1610612742,1610612762,2022-03-27,114,100,Regular Season
22101107,2021 - 2022,Temporada,1610612740,1610612759,2022-03-26,103,107,Regular Season
22101108,2021 - 2022,Temporada,1610612753,1610612758,2022-03-26,110,114,Regular Season
22101109,2021 - 2022,Temporada,1610612761,1610612754,2022-03-26,131,91,Regular Season
22101110,2021 - 2022,Temporada,1610612739,1610612741,2022-03-26,94,98,Regular Season
22101111,2021 - 2022,Temporada,1610612748,1610612751,2022-03-26,95,110,Regular Season
22101112,2021 - 2022,Temporada,1610612763,1610612749,2022-03-26,127,102,Regular Season
22101113,2021 - 2022,Temporada,1610612743,1610612760,2022-03-26,113,107,Regular Season
22101114,2021 - 2022,Temporada,1610612757,1610612745,2022-03-26,98,115,Regular Season
22101100,2021 - 2022,Temporada,1610612766,1610612762,2022-03-25,107,101,Regular Season
22101101,2021 - 2022,Temporada,1610612765,1610612764,2022-03-25,97,100,Regular Season
22101102,2021 - 2022,Temporada,1610612737,1610612744,2022-03-25,121,110,Regular Season
22101103,2021 - 2022,Temporada,1610612748,1610612752,2022-03-25,103,111,Regular Season
22101104,2021 - 2022,Temporada,1610612750,1610612742,2022-03-25,116,95,Regular Season
22101105,2021 - 2022,Temporada,1610612757,1610612745,2022-03-25,106,125,Regular Season
22101106,2021 - 2022,Temporada,1610612746,1610612755,2022-03-25,97,122,Regular Season
22101095,2021 - 2022,Temporada,1610612761,1610612739,2022-03-24,117,104,Regular Season
22101096,2021 - 2022,Temporada,1610612763,1610612754,2022-03-24,133,103,Regular Season
22101097,2021 - 2022,Temporada,1610612749,1610612764,2022-03-24,114,102,Regular Season
22101098,2021 - 2022,Temporada,1610612740,1610612741,2022-03-24,126,109,Regular Season
22101099,2021 - 2022,Temporada,1610612743,1610612756,2022-03-24,130,140,Regular Season
22101084,2021 - 2022,Temporada,1610612766,1610612752,2022-03-23,106,121,Regular Season
22101085,2021 - 2022,Temporada,1610612765,1610612737,2022-03-23,122,101,Regular Season
22101086,2021 - 2022,Temporada,1610612754,1610612758,2022-03-23,109,110,Regular Season
22101087,2021 - 2022,Temporada,1610612738,1610612762,2022-03-23,125,97,Regular Season
22101088,2021 - 2022,Temporada,1610612748,1610612744,2022-03-23,104,118,Regular Season
22101089,2021 - 2022,Temporada,1610612763,1610612751,2022-03-23,132,120,Regular Season
22101090,2021 - 2022,Temporada,1610612750,1610612756,2022-03-23,116,125,Regular Season
22101091,2021 - 2022,Temporada,1610612760,1610612753,2022-03-23,118,102,Regular Season
22101092,2021 - 2022,Temporada,1610612742,1610612745,2022-03-23,110,91,Regular Season
22101093,2021 - 2022,Temporada,1610612747,1610612755,2022-03-23,121,126,Regular Season
22101094,2021 - 2022,Temporada,1610612757,1610612759,2022-03-23,96,133,Regular Season
22101080,2021 - 2022,Temporada,1610612753,1610612744,2022-03-22,94,90,Regular Season
22101081,2021 - 2022,Temporada,1610612752,1610612737,2022-03-22,111,117,Regular Season
22101082,2021 - 2022,Temporada,1610612749,1610612741,2022-03-22,126,98,Regular Season
22101083,2021 - 2022,Temporada,1610612743,1610612746,2022-03-22,127,115,Regular Season
22101071,2021 - 2022,Temporada,1610612766,1610612740,2022-03-21,106,103,Regular Season
22101072,2021 - 2022,Temporada,1610612739,1610612747,2022-03-21,120,131,Regular Season
22101073,2021 - 2022,Temporada,1610612765,1610612757,2022-03-21,115,119,Regular Season
22101074,2021 - 2022,Temporada,1610612755,1610612748,2022-03-21,113,106,Regular Season
22101075,2021 - 2022,Temporada,1610612751,1610612762,2022-03-21,114,106,Regular Season
22101076,2021 - 2022,Temporada,1610612741,1610612761,2022-03-21,113,99,Regular Season
22101077,2021 - 2022,Temporada,1610612745,1610612764,2022-03-21,115,97,Regular Season
22101078,2021 - 2022,Temporada,1610612760,1610612738,2022-03-21,123,132,Regular Season
22101079,2021 - 2022,Temporada,1610612742,1610612750,2022-03-21,110,108,Regular Season
22101062,2021 - 2022,Temporada,1610612754,1610612757,2022-03-20,129,98,Regular Season
22101063,2021 - 2022,Temporada,1610612745,1610612763,2022-03-20,98,122,Regular Season
22101064,2021 - 2022,Temporada,1610612737,1610612740,2022-03-20,112,117,Regular Season
22101065,2021 - 2022,Temporada,1610612753,1610612760,2022-03-20,90,85,Regular Season
22101066,2021 - 2022,Temporada,1610612758,1610612756,2022-03-20,124,127,Regular Season
22101067,2021 - 2022,Temporada,1610612752,1610612762,2022-03-20,93,108,Regular Season
22101068,2021 - 2022,Temporada,1610612743,1610612738,2022-03-20,104,124,Regular Season
22101069,2021 - 2022,Temporada,1610612755,1610612761,2022-03-20,88,93,Regular Season
22101070,2021 - 2022,Temporada,1610612744,1610612759,2022-03-20,108,110,Regular Season
22101058,2021 - 2022,Temporada,1610612750,1610612749,2022-03-19,138,119,Regular Season
22101059,2021 - 2022,Temporada,1610612766,1610612742,2022-03-19,129,108,Regular Season
22101060,2021 - 2022,Temporada,1610612739,1610612765,2022-03-19,113,109,Regular Season
22101061,2021 - 2022,Temporada,1610612764,1610612747,2022-03-19,127,119,Regular Season
22101046,2021 - 2022,Temporada,1610612755,1610612742,2022-03-18,111,101,Regular Season
22101047,2021 - 2022,Temporada,1610612737,1610612763,2022-03-18,120,105,Regular Season
22101048,2021 - 2022,Temporada,1610612751,1610612757,2022-03-18,128,123,Regular Season
22101049,2021 - 2022,Temporada,1610612739,1610612743,2022-03-18,119,116,Regular Season
22101050,2021 - 2022,Temporada,1610612752,1610612764,2022-03-18,100,97,Regular Season
22101051,2021 - 2022,Temporada,1610612761,1610612747,2022-03-18,123,128,Regular Season
22101052,2021 - 2022,Temporada,1610612748,1610612760,2022-03-18,120,108,Regular Season
22101053,2021 - 2022,Temporada,1610612745,1610612754,2022-03-18,118,121,Regular Season
22101054,2021 - 2022,Temporada,1610612759,1610612740,2022-03-18,91,124,Regular Season
22101055,2021 - 2022,Temporada,1610612762,1610612746,2022-03-18,121,92,Regular Season
22101056,2021 - 2022,Temporada,1610612756,1610612741,2022-03-18,129,102,Regular Season
22101057,2021 - 2022,Temporada,1610612758,1610612738,2022-03-18,97,126,Regular Season
22101045,2021 - 2022,Temporada,1610612753,1610612765,2022-03-17,120,134,Regular Season
22101033,2021 - 2022,Temporada,1610612766,1610612737,2022-03-16,116,106,Regular Season
22101034,2021 - 2022,Temporada,1610612739,1610612755,2022-03-16,114,118,Regular Season
22101035,2021 - 2022,Temporada,1610612764,1610612743,2022-03-16,109,127,Regular Season
22101036,2021 - 2022,Temporada,1610612751,1610612742,2022-03-16,111,113,Regular Season
22101037,2021 - 2022,Temporada,1610612752,1610612757,2022-03-16,128,98,Regular Season
22101038,2021 - 2022,Temporada,1610612745,1610612756,2022-03-16,112,129,Regular Season
22101039,2021 - 2022,Temporada,1610612750,1610612747,2022-03-16,124,104,Regular Season
22101040,2021 - 2022,Temporada,1610612759,1610612760,2022-03-16,122,120,Regular Season
22101041,2021 - 2022,Temporada,1610612762,1610612741,2022-03-16,125,110,Regular Season
22101042,2021 - 2022,Temporada,1610612744,1610612738,2022-03-16,88,110,Regular Season
22101043,2021 - 2022,Temporada,1610612758,1610612749,2022-03-16,126,135,Regular Season
22101044,2021 - 2022,Temporada,1610612746,1610612761,2022-03-16,100,103,Regular Season
22101029,2021 - 2022,Temporada,1610612754,1610612763,2022-03-15,102,135,Regular Season
22101030,2021 - 2022,Temporada,1610612753,1610612751,2022-03-15,108,150,Regular Season
22101031,2021 - 2022,Temporada,1610612748,1610612765,2022-03-15,105,98,Regular Season
22101032,2021 - 2022,Temporada,1610612740,1610612756,2022-03-15,115,131,Regular Season
22101020,2021 - 2022,Temporada,1610612739,1610612746,2022-03-14,120,111,Regular Season
22101021,2021 - 2022,Temporada,1610612737,1610612757,2022-03-14,122,113,Regular Season
22101022,2021 - 2022,Temporada,1610612755,1610612743,2022-03-14,110,114,Regular Season
22101023,2021 - 2022,Temporada,1610612760,1610612766,2022-03-14,116,134,Regular Season
22101024,2021 - 2022,Temporada,1610612759,1610612750,2022-03-14,139,149,Regular Season
22101025,2021 - 2022,Temporada,1610612744,1610612764,2022-03-14,126,112,Regular Season
22101026,2021 - 2022,Temporada,1610612758,1610612741,2022-03-14,112,103,Regular Season
22101027,2021 - 2022,Temporada,1610612762,1610612749,2022-03-14,111,117,Regular Season
22101028,2021 - 2022,Temporada,1610612747,1610612761,2022-03-14,103,114,Regular Season
22101012,2021 - 2022,Temporada,1610612751,1610612752,2022-03-13,110,107,Regular Season
22101013,2021 - 2022,Temporada,1610612765,1610612746,2022-03-13,102,106,Regular Season
22101014,2021 - 2022,Temporada,1610612738,1610612742,2022-03-13,92,95,Regular Season
22101015,2021 - 2022,Temporada,1610612753,1610612755,2022-03-13,114,116,Regular Season
22101016,2021 - 2022,Temporada,1610612737,1610612754,2022-03-13,131,128,Regular Season
22101017,2021 - 2022,Temporada,1610612740,1610612745,2022-03-13,130,105,Regular Season
22101018,2021 - 2022,Temporada,1610612760,1610612763,2022-03-13,118,125,Regular Season
22101019,2021 - 2022,Temporada,1610612756,1610612747,2022-03-13,140,111,Regular Season
22101005,2021 - 2022,Temporada,1610612748,1610612750,2022-03-12,104,113,Regular Season
22101006,2021 - 2022,Temporada,1610612741,1610612739,2022-03-12,101,91,Regular Season
22101007,2021 - 2022,Temporada,1610612759,1610612754,2022-03-12,108,119,Regular Season
